fragment1,fragment2,cloneType,lineSimilarity
"|project://assignment2/data/large/1560483.java|(41588,1409,<1024,8>,<1057,9>)","|project://assignment2/data/large/1802351.java|(40414,1328,<942,8>,<974,9>)",type3(),71
"|project://assignment2/data/large/6711.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/111245.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/130814.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(29072,496,<831,4>,<842,5>)","|project://assignment2/data/large/1109590.java|(20917,692,<582,4>,<603,5>)",type3(),83
"|project://assignment2/data/large/48890.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/104755.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/31722.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(33118,851,<724,4>,<749,5>)","|project://assignment2/data/large/1802351.java|(32772,851,<708,4>,<733,5>)",type1(),100
"|project://assignment2/data/large/58954.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(29989,1982,<635,4>,<686,5>)","|project://assignment2/data/large/2430560.java|(29640,1973,<619,4>,<670,5>)",type3(),97
"|project://assignment2/data/large/1109590.java|(31042,401,<883,4>,<894,5>)","|project://assignment2/data/large/1109590.java|(20917,692,<582,4>,<603,5>)",type3(),83
"|project://assignment2/data/large/2430560.java|(32760,851,<708,4>,<733,5>)","|project://assignment2/data/large/126904.java|(33046,859,<706,4>,<731,5>)",type1(),100
"|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1109590.java|(9350,487,<252,4>,<265,5>)","|project://assignment2/data/large/1109590.java|(17564,845,<492,4>,<515,5>)",type3(),72
"|project://assignment2/data/large/209298.java|(37444,1191,<832,4>,<866,5>)","|project://assignment2/data/large/1966020.java|(38678,1184,<886,4>,<920,5>)",type1(),100
"|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(41757,2571,<976,8>,<1041,9>)","|project://assignment2/data/large/2481579.java|(41968,2797,<995,8>,<1069,9>)",type3(),82
"|project://assignment2/data/large/2599719.java|(27715,1615,<564,4>,<605,5>)","|project://assignment2/data/large/1802351.java|(27710,1615,<564,4>,<605,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(50636,517,<1238,8>,<1251,9>)","|project://assignment2/data/large/2430560.java|(49958,517,<1208,8>,<1221,9>)",type1(),100
"|project://assignment2/data/large/2481579.java|(50513,517,<1241,8>,<1254,9>)","|project://assignment2/data/large/209298.java|(49252,520,<1172,8>,<1185,9>)",type1(),100
"|project://assignment2/data/large/1966020.java|(29989,1982,<635,4>,<686,5>)","|project://assignment2/data/large/1098324.java|(28828,1979,<596,4>,<647,5>)",type1(),100
"|project://assignment2/data/large/13449.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(33118,851,<724,4>,<749,5>)","|project://assignment2/data/large/2599719.java|(32777,851,<708,4>,<733,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(39596,1328,<919,8>,<951,9>)","|project://assignment2/data/large/2430560.java|(46204,1409,<1110,8>,<1143,9>)",type3(),71
"|project://assignment2/data/large/1109590.java|(26433,1761,<739,4>,<802,5>)","|project://assignment2/data/large/1109590.java|(3323,391,<98,4>,<108,5>)",type3(),72
"|project://assignment2/data/large/10640.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/45886.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/14833.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/47340.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/75612.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(49080,517,<1181,8>,<1194,9>)","|project://assignment2/data/large/2599719.java|(49903,517,<1204,8>,<1217,9>)",type1(),100
"|project://assignment2/data/large/1109590.java|(28200,866,<804,4>,<829,5>)","|project://assignment2/data/large/1109590.java|(30558,478,<870,4>,<881,5>)",type3(),76
"|project://assignment2/data/large/126904.java|(33046,859,<706,4>,<731,5>)","|project://assignment2/data/large/1560483.java|(29037,868,<651,4>,<676,5>)",type3(),82
"|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)","|project://assignment2/data/large/2430560.java|(37066,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/32955.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)","|project://assignment2/data/large/2430560.java|(37066,1184,<830,4>,<864,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/41662.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/1802351.java|(29646,1979,<619,4>,<670,5>)","|project://assignment2/data/large/209298.java|(28768,1987,<585,4>,<636,5>)",type1(),100
"|project://assignment2/data/large/6711.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/103968.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(34084,859,<724,4>,<749,5>)","|project://assignment2/data/large/126904.java|(33911,876,<733,4>,<758,5>)",type3(),82
"|project://assignment2/data/large/209298.java|(16616,2365,<278,4>,<341,5>)","|project://assignment2/data/large/1560483.java|(12920,2402,<226,4>,<290,5>)",type3(),97
"|project://assignment2/data/large/1087990.java|(782,454,<30,4>,<40,5>)","|project://assignment2/data/large/2181514.java|(4427,581,<133,4>,<148,5>)",type3(),76
"|project://assignment2/data/large/126904.java|(36208,1170,<797,4>,<826,5>)","|project://assignment2/data/large/209298.java|(35071,1170,<765,4>,<794,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/75612.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(32842,1236,<688,4>,<722,5>)","|project://assignment2/data/large/2430560.java|(31619,1135,<672,4>,<706,5>)",type3(),92
"|project://assignment2/data/large/97910.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/48890.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(49903,517,<1204,8>,<1217,9>)","|project://assignment2/data/large/1802351.java|(49898,517,<1204,8>,<1217,9>)",type1(),100
"|project://assignment2/data/large/2481579.java|(38484,1184,<885,4>,<919,5>)","|project://assignment2/data/large/2430560.java|(37066,1184,<830,4>,<864,5>)",type2(),100
"|project://assignment2/data/large/1098324.java|(13523,2639,<223,4>,<271,5>)","|project://assignment2/data/large/1560483.java|(9712,2639,<161,4>,<209,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/12148.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/105863.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/48890.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/2560904.java|(2841,365,<96,4>,<107,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/100171.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/10993.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/13449.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/58954.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/2187.java|(65,894,<5,4>,<25,5>)","|project://assignment2/data/large/85528.java|(65,923,<5,4>,<25,5>)",type3(),85
"|project://assignment2/data/large/2481579.java|(48179,1665,<1178,8>,<1219,9>)","|project://assignment2/data/large/925397.java|(49137,1698,<1155,8>,<1196,9>)",type1(),100
"|project://assignment2/data/large/46050.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/41662.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/68056.java|(1385,5114,<53,4>,<166,5>)","|project://assignment2/data/large/98546.java|(1385,5119,<53,4>,<166,5>)",type3(),95
"|project://assignment2/data/large/925397.java|(25467,3216,<522,4>,<576,5>)","|project://assignment2/data/large/1966020.java|(25016,2975,<525,4>,<576,5>)",type3(),76
"|project://assignment2/data/large/1098324.java|(30813,1135,<649,4>,<683,5>)","|project://assignment2/data/large/1560483.java|(27039,1135,<588,4>,<622,5>)",type1(),100
"|project://assignment2/data/large/2481579.java|(41968,2797,<995,8>,<1069,9>)","|project://assignment2/data/large/1802351.java|(41752,2571,<976,8>,<1041,9>)",type3(),82
"|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/97910.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/58954.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/103968.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/101851.java|(6893,2793,<199,4>,<265,5>)","|project://assignment2/data/large/32798.java|(6893,2793,<199,4>,<265,5>)",type1(),100
"|project://assignment2/data/large/2599719.java|(37083,1184,<830,4>,<864,5>)","|project://assignment2/data/large/2430560.java|(38256,1184,<866,4>,<900,5>)",type2(),100
"|project://assignment2/data/large/104740.java|(9163,557,<305,4>,<315,5>)","|project://assignment2/data/large/104740.java|(7148,678,<255,4>,<269,5>)",type3(),73
"|project://assignment2/data/large/130398.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/75612.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(30761,1142,<638,4>,<672,5>)","|project://assignment2/data/large/925397.java|(32842,1236,<688,4>,<722,5>)",type3(),92
"|project://assignment2/data/large/1802351.java|(12373,765,<193,4>,<213,5>)","|project://assignment2/data/large/1560483.java|(7781,765,<109,4>,<129,5>)",type1(),100
"|project://assignment2/data/large/104755.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/23336.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(41588,1409,<1024,8>,<1057,9>)","|project://assignment2/data/large/1802351.java|(46180,1409,<1108,8>,<1141,9>)",type1(),100
"|project://assignment2/data/large/70893.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/12148.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/12148.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/10993.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/57755.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/925397.java|(37304,1192,<815,4>,<844,5>)","|project://assignment2/data/large/1560483.java|(31318,1162,<715,4>,<744,5>)",type3(),95
"|project://assignment2/data/large/1966020.java|(48337,1647,<1177,8>,<1217,9>)","|project://assignment2/data/large/1098324.java|(46781,1647,<1120,8>,<1160,9>)",type1(),100
"|project://assignment2/data/large/89548.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/103968.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/57055.java|(5113,558,<159,4>,<173,5>)","|project://assignment2/data/large/41662.java|(5113,558,<159,4>,<173,5>)",type1(),100
"|project://assignment2/data/large/97910.java|(588,628,<19,4>,<34,5>)","|project://assignment2/data/large/47340.java|(588,628,<19,4>,<34,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(41588,1409,<1024,8>,<1057,9>)","|project://assignment2/data/large/1098324.java|(45362,1409,<1085,8>,<1118,9>)",type1(),100
"|project://assignment2/data/large/925397.java|(47749,1378,<1121,8>,<1153,9>)","|project://assignment2/data/large/2430560.java|(46204,1409,<1110,8>,<1143,9>)",type3(),92
"|project://assignment2/data/large/62894.java|(6420,467,<183,4>,<197,5>)","|project://assignment2/data/large/43963.java|(6420,467,<183,4>,<197,5>)",type1(),100
"|project://assignment2/data/large/1560483.java|(32486,1184,<746,4>,<780,5>)","|project://assignment2/data/large/1966020.java|(37488,1184,<850,4>,<884,5>)",type1(),100
"|project://assignment2/data/large/14833.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/70893.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/23336.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/10640.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1966020.java|(34849,1433,<778,4>,<815,5>)","|project://assignment2/data/large/1098324.java|(33685,1401,<739,4>,<774,5>)",type3(),89
"|project://assignment2/data/large/1966020.java|(29989,1982,<635,4>,<686,5>)","|project://assignment2/data/large/209298.java|(28768,1987,<585,4>,<636,5>)",type1(),100
"|project://assignment2/data/large/46050.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/2560904.java|(2406,429,<82,4>,<94,5>)",type2(),100
"|project://assignment2/data/large/41662.java|(3728,365,<113,4>,<124,5>)","|project://assignment2/data/large/105863.java|(3728,365,<113,4>,<124,5>)",type1(),100
"|project://assignment2/data/large/2430560.java|(40402,1328,<942,8>,<974,9>)","|project://assignment2/data/large/1098324.java|(39596,1328,<919,8>,<951,9>)",type1(),100
"|project://assignment2/data/large/1098324.java|(32811,868,<712,4>,<737,5>)","|project://assignment2/data/large/2481579.java|(32924,851,<723,4>,<748,5>)",type3(),82
"|project://assignment2/data/large/100171.java|(4099,455,<126,4>,<138,5>)","|project://assignment2/data/large/46050.java|(4099,455,<126,4>,<138,5>)",type1(),100
"|project://assignment2/data/large/1098324.java|(13523,2639,<223,4>,<271,5>)","|project://assignment2/data/large/2599719.java|(14309,2639,<245,4>,<293,5>)",type1(),100
"|project://assignment2/data/large/209298.java|(31909,859,<674,4>,<699,5>)","|project://assignment2/data/large/925397.java|(34949,876,<751,4>,<776,5>)",type3(),82
"|project://assignment2/data/large/209298.java|(37444,1191,<832,4>,<866,5>)","|project://assignment2/data/large/1802351.java|(37078,1184,<830,4>,<864,5>)",type2(),100
"|project://assignment2/data/large/126904.java|(31898,1142,<670,4>,<704,5>)","|project://assignment2/data/large/2599719.java|(31636,1135,<672,4>,<706,5>)",type1(),100
"|project://assignment2/data/large/61962.java|(2268,3822,<90,4>,<172,5>)","|project://assignment2/data/large/111245.java|(2268,3822,<90,4>,<172,5>)",type1(),100
"|project://assignment2/data/large/45886.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
"|project://assignment2/data/large/57755.java|(3291,431,<99,4>,<111,5>)","|project://assignment2/data/large/10993.java|(3291,431,<99,4>,<111,5>)",type1(),100
